"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"1998:Q4","pct80to99",16029186,18513931,4116221,1049297,3856714,4346673,2125297,3019728,2484745,1891067,428983,164695
"1998:Q4","pct60to80",6197612,7798464,2199433,629703,845470,2635884,322218,1165756,1600852,1095074,459395,46383
"1998:Q4","pct40to60",3664320,4482727,1392060,425429,335114,1356903,218521,754701,818407,508847,295265,14294
"1998:Q4","pct20to40",2638762,3061729,1009586,302072,243978,675055,161834,669203,422967,242127,172533,8307
"1998:Q4","pct00to20",1093285,1245472,541700,134739,35867,217099,0,316068,152187,75157,71380,5650
"1999:Q1","pct99",7658111,8009901,963465,315169,2998284,587963,1469898,1675122,351790,252761,6628,92402
"1999:Q1","pct80to99",16293008,18822227,4202326,1055783,3871810,4416454,2190836,3085019,2529219,1929408,430288,169523
"1999:Q1","pct60to80",6273312,7892345,2243255,635764,858367,2680963,287088,1186908,1619033,1106032,470707,42294
"1999:Q1","pct40to60",3649893,4479461,1414858,418051,342347,1370027,193975,740204,829568,524498,290358,14712
"1999:Q1","pct20to40",2674610,3104539,1042988,306196,239134,695581,155624,665016,429930,249006,172141,8783
"1999:Q1","pct00to20",1110162,1263589,559220,130345,41900,221053,0,311071,153427,74972,72276,6179
"1999:Q2","pct99",7930125,8294123,987702,337623,3271311,618241,1507335,1571911,363998,261012,4275,98711
"1999:Q2","pct80to99",16916525,19536771,4359747,1063744,4218965,4522346,2267420,3104548,2620246,1992227,436114,191905
"1999:Q2","pct60to80",6358000,8030534,2267578,645264,918611,2762538,244760,1191784,1672533,1137243,496420,38871
"1999:Q2","pct40to60",3634117,4465032,1429512,410915,345544,1382329,162837,733896,830915,524863,291371,14681
"1999:Q2","pct20to40",2710579,3146245,1062068,316728,246345,723143,145647,652313,435667,248903,177141,9623
"1999:Q2","pct00to20",1125301,1264734,570105,130596,31967,226380,0,305686,139433,68952,66259,4222
"1999:Q3","pct99",7785326,8165372,999602,335022,3046578,615422,1514447,1654300,380045,268363,14373,97309
"1999:Q3","pct80to99",16796951,19481819,4461957,1085552,3945789,4600808,2318681,3069030,2684868,2042643,449332,192893
"1999:Q3","pct60to80",6367275,8039847,2334942,653557,891057,2647997,290772,1221523,1672572,1147520,488982,36070
