"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"2003:Q1","Other",3.3,3.6,4.9,3.6,3.1,3.1,3.3,2.8,5.3,5.7,4.6,0.1
"2003:Q2","White",90.5,88.9,86,85,94.3,86.3,92.2,92.3,80.4,80.5,77,96.8
"2003:Q2","Black",3.9,4.5,4.9,6,1.7,7.2,2.5,3.2,8,7,12.1,1.8
"2003:Q2","Hispanic",2.3,2.9,4,5.2,1.1,3.2,2,1.8,6.1,6.4,6,0.6
"2003:Q2","Other",3.3,3.7,5,3.8,2.9,3.3,3.3,2.8,5.5,6,4.9,0.8
"2003:Q3","White",90.4,88.8,86.1,84.9,94.2,86.3,92.2,92.1,80.7,81.1,77,97
"2003:Q3","Black",3.9,4.5,4.9,5.9,1.8,7.3,2.5,3.2,7.8,6.8,12,1.7
"2003:Q3","Hispanic",2.4,3,4,5.3,1.2,3.1,2,1.8,5.8,6.1,6,0.5
"2003:Q3","Other",3.4,3.7,5,3.9,2.8,3.3,3.2,2.9,5.6,6,4.9,0.8
"2003:Q4","White",90.4,88.7,85.8,84.8,94.3,85.9,92.5,92,80.3,80.6,76.3,96.8
"2003:Q4","Black",3.8,4.5,4.9,5.8,1.8,7.4,2.4,3.1,7.8,6.8,12.2,1.7
"2003:Q4","Hispanic",2.4,3,4.2,5.3,1.3,3.2,1.8,1.9,6,6.2,6.3,0.8
"2003:Q4","Other",3.4,3.8,5.1,4,2.7,3.5,3.3,3,5.9,6.4,5.2,0.6
"2004:Q1","White",90.3,88.7,85.5,84.6,94.2,85.7,92.4,92.3,79.9,80.3,75.9,96.5
"2004:Q1","Black",3.8,4.5,5,5.8,1.8,7.4,2.5,2.9,7.8,6.8,12.3,1.6
"2004:Q1","Hispanic",2.4,3,4.2,5.5,1.3,3.2,1.8,1.8,6.1,6.2,6.4,0.7
"2004:Q1","Other",3.5,3.9,5.3,4.2,2.7,3.7,3.4,3,6.2,6.7,5.3,1.2
"2004:Q2","White",90.1,88.5,85.5,84.7,94,85.5,92.2,92.2,80.4,80.9,75.9,96
